shift_date,shift,line_id,machine_id,planned_time_min,ideal_rate,total_count,product_sku,operator_id,vibration_rms,temp_c,motor_current_a,downtime_minutes
2025-07-03,B,L1,M102,480.0,10.0,3626,SKU-A,OP27,2.7,46.15,13.03,5.9
2025-07-03,A,L2,M201,480.0,8.0,3393,SKU-C,OP23,2.644,55.78,15.82,59.2
2025-07-03,B,L2,M201,480.0,10.0,3929,SKU-C,OP19,2.079,45.68,15.6,25.0
2025-07-03,A,L2,M202,480.0,10.0,3856,SKU-B,OP26,1.601,47.03,16.66,42.2
2025-07-03,B,L2,M202,480.0,10.0,4341,SKU-C,OP35,2.866,51.88,13.09,32.6
2025-07-03,A,L3,M301,480.0,12.0,4624,SKU-B,OP21,5.427,59.76,10.1,61.7
2025-07-03,B,L3,M301,480.0,12.0,4290,SKU-A,OP31,5.428,70.33,10.95,93.4
2025-07-03,A,L3,M302,480.0,10.0,3352,SKU-D,OP11,3.704,65.87,11.64,88.5
2025-07-03,B,L3,M302,480.0,12.0,4246,SKU-B,OP37,5.19,64.33,15.76,26.799999999999997
2025-07-03,A,L3,M303,480.0,10.0,3349,SKU-A,OP20,6.918,62.28,11.46,72.7
2025-07-03,B,L3,M303,480.0,12.0,4053,SKU-D,OP18,6.194,58.18,13.64,142.5
2025-07-04,A,L1,M101,480.0,12.0,5463,SKU-B,OP19,2.761,44.4,14.54,32.4
2025-07-04,B,L1,M101,480.0,8.0,2867,SKU-B,OP37,1.403,49.01,11.21,48.0
2025-07-04,A,L1,M102,480.0,8.0,3326,SKU-D,OP22,2.112,53.13,10.84,44.8
2025-07-04,B,L1,M102,480.0,10.0,3898,SKU-D,OP15,2.806,49.36,10.11,34.4
2025-07-04,A,L2,M201,480.0,12.0,4990,SKU-C,OP16,2.278,54.51,10.73,17.1
2025-07-04,B,L2,M201,480.0,10.0,4231,SKU-B,OP25,2.16,46.63,9.77,61.8
2025-07-04,A,L2,M202,480.0,8.0,3281,SKU-B,OP36,2.67,48.89,13.12,16.3
2025-07-04,B,L2,M202,480.0,12.0,4605,SKU-B,OP13,2.079,45.09,13.0,32.1
2025-07-04,A,L3,M301,480.0,8.0,2834,SKU-C,OP35,4.76,67.72,10.94,78.6
2025-07-04,B,L3,M301,480.0,10.0,3412,SKU-D,OP27,3.752,58.85,14.84,55.0
2025-07-04,A,L3,M302,480.0,10.0,3254,SKU-A,OP12,5.344,66.63,9.91,96.1
2025-07-04,B,L3,M302,480.0,8.0,3105,SKU-A,OP37,4.089,72.22,15.36,88.3
2025-07-04,A,L3,M303,480.0,12.0,3498,SKU-B,OP29,7.577,70.78,14.67,34.3
2025-07-04,B,L3,M303,480.0,12.0,4311,SKU-C,OP37,7.658,67.02,12.52,10.1
2025-07-05,A,L1,M101,480.0,10.0,3985,SKU-C,OP39,2.314,51.48,14.19,26.6
2025-07-05,B,L1,M101,480.0,12.0,5024,SKU-C,OP18,1.529,45.56,12.85,46.2
2025-07-05,A,L1,M102,480.0,12.0,4868,SKU-D,OP24,1.602,44.83,14.8,28.7
2025-07-05,B,L1,M102,480.0,10.0,4255,SKU-C,OP26,3.493,41.92,11.89,40.6
2025-07-05,A,L2,M201,480.0,10.0,4133,SKU-A,OP34,2.335,47.59,13.08,73.1
2025-07-05,B,L2,M201,480.0,8.0,3366,SKU-A,OP10,1.713,40.51,12.41,40.2
2025-07-05,A,L2,M202,480.0,8.0,3188,SKU-A,OP29,1.076,38.19,12.48,45.0
2025-07-05,B,L2,M202,480.0,12.0,5578,SKU-B,OP14,3.271,45.06,8.5,20.0
2025-07-05,A,L3,M301,480.0,8.0,3094,SKU-C,OP32,5.135,56.09,13.12,89.4
2025-07-05,B,L3,M301,480.0,8.0,2909,SKU-C,OP25,5.754,54.54,11.99,112.8
2025-07-05,A,L3,M302,480.0,12.0,4238,SKU-A,OP17,5.458,66.9,12.84,100.6
2025-07-05,B,L3,M302,480.0,12.0,5012,SKU-A,OP26,5.759,60.82,16.09,64.0
2025-07-05,A,L3,M303,480.0,12.0,4424,SKU-A,OP36,7.047,63.16,12.05,54.0
2025-07-05,B,L3,M303,480.0,10.0,3124,SKU-A,OP30,6.662,65.84,10.25,124.8
2025-07-06,A,L1,M101,480.0,10.0,4268,SKU-C,OP15,1.889,45.13,13.51,53.8
2025-07-06,B,L1,M101,480.0,8.0,3019,SKU-A,OP14,1.241,42.3,10.87,53.599999999999994
2025-07-06,A,L1,M102,480.0,8.0,3294,SKU-C,OP28,2.425,46.98,14.17,51.099999999999994
2025-07-06,B,L1,M102,480.0,8.0,3567,SKU-D,OP35,2.889,47.46,11.28,25.7
2025-07-06,A,L2,M201,480.0,12.0,4815,SKU-C,OP17,2.505,48.85,12.69,42.0
2025-07-06,B,L2,M201,480.0,12.0,4451,SKU-B,OP33,3.412,46.65,12.18,27.7
2025-07-06,A,L2,M202,480.0,8.0,3143,SKU-B,OP39,2.571,46.32,13.19,63.7
2025-07-06,B,L2,M202,480.0,8.0,3451,SKU-C,OP10,3.258,54.11,13.29,29.3
2025-07-06,A,L3,M301,480.0,10.0,3333,SKU-C,OP30,4.244,68.87,13.84,105.8
2025-07-06,B,L3,M301,480.0,12.0,3915,SKU-A,OP18,5.115,63.01,11.3,78.5
2025-07-06,A,L3,M302,480.0,8.0,3067,SKU-D,OP23,5.767,62.26,14.56,90.6
2025-07-06,B,L3,M302,480.0,10.0,3677,SKU-A,OP38,5.131,61.27,14.13,25.5
2025-07-06,A,L3,M303,480.0,12.0,4148,SKU-B,OP38,5.408,57.66,11.92,48.3
2025-07-06,B,L3,M303,480.0,10.0,3438,SKU-B,OP32,5.28,59.57,12.74,85.7
2025-07-07,A,L1,M101,480.0,8.0,3037,SKU-D,OP29,2.829,46.37,14.95,39.8
2025-07-07,B,L1,M101,480.0,12.0,4271,SKU-A,OP25,2.328,44.07,11.42,48.2
2025-07-07,A,L1,M102,480.0,10.0,4230,SKU-A,OP30,1.435,38.85,8.9,56.0
2025-07-07,B,L1,M102,480.0,8.0,2868,SKU-D,OP11,1.996,49.52,13.41,45.2
2025-07-07,A,L2,M201,480.0,10.0,3841,SKU-A,OP15,3.486,52.75,10.9,25.7
2025-07-07,B,L2,M201,480.0,12.0,5093,SKU-B,OP23,3.462,43.41,12.98,6.9
2025-07-07,A,L2,M202,480.0,8.0,3462,SKU-D,OP16,2.087,46.78,12.32,31.3
2025-07-07,B,L2,M202,480.0,8.0,2975,SKU-D,OP27,2.416,44.3,15.09,66.1
2025-07-07,A,L3,M301,480.0,10.0,3043,SKU-D,OP19,4.784,72.02,13.82,54.6
2025-07-07,B,L3,M301,480.0,12.0,4321,SKU-D,OP21,5.328,61.87,8.53,77.6
2025-07-07,A,L3,M302,480.0,12.0,4364,SKU-C,OP23,5.005,55.85,12.3,57.5
2025-07-07,B,L3,M302,480.0,12.0,3527,SKU-D,OP36,4.65,59.41,13.18,12.8
2025-07-07,A,L3,M303,480.0,12.0,4124,SKU-B,OP38,5.496,64.59,15.56,50.8
2025-07-07,B,L3,M303,480.0,10.0,3482,SKU-D,OP15,6.664,57.93,14.63,136.5
2025-07-08,A,L1,M101,480.0,12.0,5194,SKU-B,OP20,2.466,52.62,10.76,5.0
2025-07-08,B,L1,M101,480.0,8.0,2973,SKU-D,OP16,2.272,49.59,10.24,14.4
2025-07-08,A,L1,M102,480.0,8.0,3428,SKU-C,OP28,2.759,45.12,16.07,52.5
2025-07-08,B,L1,M102,480.0,8.0,3263,SKU-D,OP28,2.527,42.9,13.82,40.5
2025-07-08,A,L2,M201,480.0,10.0,4015,SKU-B,OP39,1.527,52.04,11.44,44.3
2025-07-08,B,L2,M201,480.0,8.0,2910,SKU-B,OP24,2.172,49.29,12.33,81.8
2025-07-08,A,L2,M202,480.0,10.0,4241,SKU-A,OP32,1.448,40.58,9.67,48.3
2025-07-08,B,L2,M202,480.0,12.0,4476,SKU-D,OP14,3.594,49.02,13.4,33.4
2025-07-08,A,L3,M301,480.0,10.0,3480,SKU-A,OP19,4.784,60.2,10.79,70.3
2025-07-08,B,L3,M301,480.0,10.0,3430,SKU-A,OP15,4.652,65.24,9.13,84.8
2025-07-08,A,L3,M302,480.0,10.0,3774,SKU-B,OP28,2.875,61.95,12.2,82.1
2025-07-08,B,L3,M302,480.0,10.0,3417,SKU-A,OP33,3.619,58.81,14.93,74.0
2025-07-08,A,L3,M303,480.0,8.0,2347,SKU-A,OP32,5.437,60.17,11.33,84.4
2025-07-08,B,L3,M303,480.0,12.0,3898,SKU-D,OP20,6.513,66.28,9.96,105.30000000000001
2025-07-09,A,L1,M101,480.0,12.0,4484,SKU-C,OP34,1.908,46.46,9.91,46.2
2025-07-09,B,L1,M101,480.0,10.0,4413,SKU-A,OP39,2.717,48.44,12.88,14.6
2025-07-09,A,L1,M102,480.0,10.0,3990,SKU-A,OP18,2.537,46.02,11.89,14.4
2025-07-09,B,L1,M102,480.0,12.0,4467,SKU-C,OP21,1.868,49.6,12.57,49.6
2025-07-09,A,L2,M201,480.0,12.0,4097,SKU-C,OP19,1.818,47.66,12.47,68.7
2025-07-09,B,L2,M201,480.0,8.0,2973,SKU-C,OP25,3.219,46.2,11.39,51.7
2025-07-09,A,L2,M202,480.0,10.0,4583,SKU-A,OP31,2.49,57.74,10.74,11.8
2025-07-09,B,L2,M202,480.0,10.0,3857,SKU-C,OP21,1.281,47.61,13.22,40.0
2025-07-09,A,L3,M301,480.0,12.0,4044,SKU-B,OP26,5.66,60.12,13.52,89.9
2025-07-09,B,L3,M301,480.0,8.0,2829,SKU-A,OP33,3.584,63.92,10.7,19.7
2025-07-09,A,L3,M302,480.0,8.0,2705,SKU-C,OP35,3.207,65.88,12.32,6.3
2025-07-09,B,L3,M302,480.0,8.0,2762,SKU-A,OP11,5.589,63.44,11.0,70.9
2025-07-09,A,L3,M303,480.0,12.0,3971,SKU-C,OP15,6.267,59.31,12.68,116.2
2025-07-09,B,L3,M303,480.0,8.0,2635,SKU-A,OP18,6.004,67.95,13.51,119.19999999999999
2025-07-10,A,L1,M101,480.0,10.0,3377,SKU-B,OP26,2.45,41.17,15.23,84.0
2025-07-10,B,L1,M101,480.0,12.0,4688,SKU-C,OP23,2.611,51.57,9.85,52.4
2025-07-10,A,L1,M102,480.0,8.0,3035,SKU-D,OP15,2.372,48.99,12.01,34.1
2025-07-10,B,L1,M102,480.0,10.0,4348,SKU-D,OP16,2.592,46.97,12.77,40.7
2025-07-10,A,L2,M201,480.0,10.0,4781,SKU-B,OP25,1.784,50.03,13.88,5.0
2025-07-10,B,L2,M201,480.0,8.0,3421,SKU-A,OP25,2.554,45.84,14.87,16.6
2025-07-10,A,L2,M202,480.0,12.0,4815,SKU-D,OP26,2.131,49.98,11.47,16.4
2025-07-10,B,L2,M202,480.0,10.0,3934,SKU-C,OP21,3.117,48.3,12.75,40.9
2025-07-10,A,L3,M301,480.0,10.0,3825,SKU-B,OP32,5.307,69.4,11.77,58.0
2025-07-10,B,L3,M301,480.0,10.0,3523,SKU-D,OP16,3.714,65.04,11.78,74.6
2025-07-10,A,L3,M302,480.0,10.0,4109,SKU-B,OP29,4.034,67.62,9.43,40.1
2025-07-10,B,L3,M302,480.0,12.0,3829,SKU-A,OP27,5.705,56.92,15.07,65.2
2025-07-10,A,L3,M303,480.0,8.0,2916,SKU-C,OP23,5.873,58.91,11.11,103.0
2025-07-10,B,L3,M303,480.0,12.0,3698,SKU-A,OP23,6.958,61.94,12.01,17.6
2025-07-11,A,L1,M101,480.0,8.0,3001,SKU-D,OP34,2.422,45.87,11.24,68.4
2025-07-11,B,L1,M101,480.0,8.0,3493,SKU-D,OP28,2.462,48.76,12.99,44.5
2025-07-11,A,L1,M102,480.0,8.0,3064,SKU-D,OP13,2.838,41.31,15.34,14.7
2025-07-11,B,L1,M102,480.0,12.0,4396,SKU-C,OP10,2.41,43.45,12.71,42.9
2025-07-11,A,L2,M201,480.0,12.0,5279,SKU-B,OP16,2.862,45.21,12.68,5.0
2025-07-11,B,L2,M201,480.0,10.0,3867,SKU-B,OP23,1.435,42.53,13.56,6.5
2025-07-11,A,L2,M202,480.0,10.0,4009,SKU-A,OP18,2.055,38.85,11.54,17.9
2025-07-11,B,L2,M202,480.0,8.0,2782,SKU-C,OP17,2.16,40.67,9.34,57.4
2025-07-11,A,L3,M301,480.0,10.0,3249,SKU-A,OP27,5.344,62.57,11.75,102.3
2025-07-11,B,L3,M301,480.0,8.0,2906,SKU-D,OP12,3.534,69.95,12.91,109.8
2025-07-11,A,L3,M302,480.0,8.0,2505,SKU-B,OP17,5.143,61.83,12.6,102.1
2025-07-11,B,L3,M302,480.0,10.0,3116,SKU-C,OP38,6.436,61.3,13.02,32.8
2025-07-11,A,L3,M303,480.0,8.0,2714,SKU-B,OP20,5.896,59.88,10.99,41.8
2025-07-11,B,L3,M303,480.0,10.0,3748,SKU-D,OP17,5.833,66.05,11.31,104.7
2025-07-12,A,L1,M101,480.0,12.0,4935,SKU-B,OP26,2.436,49.16,13.31,15.5
2025-07-12,B,L1,M101,480.0,12.0,5510,SKU-D,OP24,2.072,56.05,13.38,6.5
2025-07-12,A,L1,M102,480.0,8.0,3049,SKU-A,OP19,1.831,44.57,12.22,43.1
2025-07-12,B,L1,M102,480.0,12.0,4473,SKU-D,OP39,3.086,52.81,15.35,31.8
2025-07-12,A,L2,M201,480.0,12.0,5126,SKU-D,OP23,1.844,42.05,12.87,28.3
2025-07-12,B,L2,M201,480.0,8.0,3063,SKU-A,OP19,1.669,46.82,12.36,48.7
2025-07-12,A,L2,M202,480.0,8.0,3273,SKU-B,OP12,1.879,46.75,14.37,14.9
2025-07-12,B,L2,M202,480.0,8.0,3116,SKU-B,OP18,2.786,36.3,11.24,52.0
2025-07-12,A,L3,M301,480.0,8.0,2750,SKU-D,OP35,4.037,65.84,13.95,73.0
2025-07-12,B,L3,M301,480.0,12.0,4130,SKU-A,OP36,6.394,67.37,9.97,72.0
2025-07-12,A,L3,M302,480.0,8.0,2674,SKU-B,OP10,4.457,58.99,8.08,141.3
2025-07-12,B,L3,M302,480.0,12.0,4231,SKU-B,OP25,5.094,68.66,14.32,89.8
2025-07-12,A,L3,M303,480.0,10.0,2947,SKU-A,OP15,6.984,67.72,13.85,63.0
2025-07-12,B,L3,M303,480.0,8.0,2603,SKU-C,OP32,6.538,57.67,9.0,132.3
2025-07-13,A,L1,M101,480.0,12.0,4967,SKU-B,OP13,3.184,45.25,11.09,33.7
2025-07-13,B,L1,M101,480.0,8.0,3446,SKU-A,OP30,2.43,46.61,12.06,33.6
2025-07-13,A,L1,M102,480.0,12.0,5362,SKU-C,OP32,1.027,50.18,9.84,11.0
2025-07-13,B,L1,M102,480.0,10.0,4231,SKU-C,OP31,2.597,43.86,11.11,28.4
2025-07-13,A,L2,M201,480.0,12.0,5137,SKU-A,OP32,3.177,53.11,11.31,23.8
2025-07-13,B,L2,M201,480.0,10.0,3420,SKU-B,OP15,3.875,44.4,12.47,67.9
2025-07-13,A,L2,M202,480.0,10.0,4357,SKU-A,OP22,3.097,46.42,12.61,35.6
2025-07-13,B,L2,M202,480.0,10.0,3730,SKU-D,OP27,1.821,45.15,12.64,51.2
2025-07-13,A,L3,M301,480.0,8.0,3022,SKU-B,OP14,5.726,65.98,12.53,73.7
2025-07-13,B,L3,M301,480.0,8.0,2721,SKU-B,OP11,4.309,66.45,11.28,58.0
2025-07-13,A,L3,M302,480.0,12.0,3798,SKU-A,OP36,5.652,67.14,14.93,87.2
2025-07-13,B,L3,M302,480.0,8.0,3299,SKU-C,OP18,6.125,66.07,12.39,64.2
2025-07-13,A,L3,M303,480.0,8.0,3013,SKU-B,OP22,6.842,65.16,13.15,102.69999999999999
2025-07-13,B,L3,M303,480.0,12.0,3989,SKU-D,OP12,4.931,66.78,14.8,96.6
2025-07-14,A,L1,M101,480.0,10.0,3923,SKU-C,OP16,3.361,42.54,14.05,46.9
2025-07-14,B,L1,M101,480.0,12.0,5089,SKU-A,OP23,3.267,48.29,9.44,37.8
2025-07-14,A,L1,M102,480.0,10.0,3845,SKU-B,OP36,2.979,41.01,9.83,61.2
2025-07-14,B,L1,M102,480.0,12.0,4838,SKU-C,OP27,2.548,44.52,12.25,26.1
2025-07-14,A,L2,M201,480.0,8.0,3143,SKU-D,OP17,3.245,45.52,12.16,41.599999999999994
2025-07-14,B,L2,M201,480.0,10.0,3834,SKU-C,OP29,4.075,42.24,9.46,37.2
2025-07-14,A,L2,M202,480.0,8.0,3373,SKU-B,OP20,1.91,45.44,10.21,22.9
2025-07-14,B,L2,M202,480.0,8.0,3365,SKU-C,OP18,2.74,45.92,13.08,28.2
2025-07-14,A,L3,M301,480.0,8.0,2725,SKU-A,OP39,5.701,54.41,10.45,82.5
2025-07-14,B,L3,M301,480.0,10.0,3473,SKU-B,OP34,5.012,62.49,12.42,67.2
2025-07-14,A,L3,M302,480.0,10.0,3229,SKU-A,OP12,5.703,55.19,12.79,97.0
2025-07-14,B,L3,M302,480.0,12.0,4918,SKU-D,OP28,5.253,59.26,9.66,78.0
2025-07-14,A,L3,M303,480.0,8.0,2678,SKU-D,OP28,5.914,55.72,11.65,92.3
2025-07-14,B,L3,M303,480.0,10.0,3400,SKU-B,OP20,6.285,61.08,16.72,53.5
2025-07-15,A,L1,M101,480.0,10.0,3915,SKU-C,OP12,2.408,46.75,11.58,28.1
2025-07-15,B,L1,M101,480.0,12.0,5227,SKU-B,OP39,2.22,49.58,11.47,30.7
2025-07-15,A,L1,M102,480.0,8.0,3440,SKU-A,OP10,1.437,44.15,11.92,24.6
2025-07-15,B,L1,M102,480.0,8.0,2937,SKU-B,OP38,1.678,47.04,12.31,55.2
2025-07-15,A,L2,M201,480.0,10.0,4106,SKU-B,OP19,3.237,47.34,12.23,22.1
2025-07-15,B,L2,M201,480.0,12.0,5102,SKU-A,OP13,2.291,53.44,14.69,21.2
2025-07-15,A,L2,M202,480.0,8.0,2913,SKU-C,OP17,1.852,60.77,10.76,42.3
2025-07-15,B,L2,M202,480.0,12.0,4559,SKU-B,OP37,2.482,36.91,10.38,50.3
2025-07-15,A,L3,M301,480.0,12.0,3930,SKU-A,OP14,4.522,61.5,11.19,65.8
2025-07-15,B,L3,M301,480.0,12.0,4580,SKU-D,OP26,5.366,60.48,10.25,73.2
2025-07-15,A,L3,M302,480.0,10.0,3865,SKU-A,OP31,4.799,52.94,13.07,28.9
2025-07-15,B,L3,M302,480.0,10.0,3588,SKU-D,OP34,5.429,66.6,12.94,92.0
2025-07-15,A,L3,M303,480.0,10.0,3136,SKU-D,OP19,6.417,61.68,12.29,111.39999999999999
2025-07-15,B,L3,M303,480.0,10.0,3707,SKU-A,OP19,6.48,63.83,15.62,74.7
2025-07-16,A,L1,M101,480.0,8.0,3338,SKU-A,OP17,2.483,48.43,11.25,39.400000000000006
2025-07-16,B,L1,M101,480.0,12.0,5115,SKU-A,OP14,3.51,48.0,14.71,16.2
2025-07-16,A,L1,M102,480.0,10.0,3886,SKU-A,OP23,2.166,52.62,13.6,26.2
2025-07-16,B,L1,M102,480.0,10.0,3676,SKU-A,OP13,2.153,45.1,12.69,55.3
2025-07-16,A,L2,M201,480.0,10.0,4337,SKU-D,OP17,2.281,47.06,13.68,5.0
2025-07-16,B,L2,M201,480.0,10.0,4079,SKU-B,OP10,2.497,46.57,11.16,45.3
2025-07-16,A,L2,M202,480.0,12.0,4710,SKU-B,OP37,3.022,53.41,14.09,31.1
2025-07-16,B,L2,M202,480.0,12.0,4495,SKU-C,OP32,4.13,47.77,12.04,27.9
2025-07-16,A,L3,M301,480.0,8.0,2802,SKU-A,OP31,5.687,59.14,12.49,110.5
2025-07-16,B,L3,M301,480.0,8.0,2755,SKU-D,OP12,4.334,67.22,11.25,70.2
2025-07-16,A,L3,M302,480.0,12.0,4092,SKU-B,OP10,5.651,70.27,13.75,97.2
2025-07-16,B,L3,M302,480.0,8.0,3096,SKU-D,OP25,4.331,63.23,11.5,94.19999999999999
2025-07-16,A,L3,M303,480.0,10.0,3189,SKU-D,OP18,6.985,62.49,15.34,67.1
2025-07-16,B,L3,M303,480.0,10.0,3150,SKU-B,OP12,5.911,62.77,13.37,52.9
2025-07-17,A,L1,M101,480.0,8.0,3406,SKU-D,OP13,3.004,47.8,13.5,52.400000000000006
2025-07-17,B,L1,M101,480.0,8.0,3054,SKU-D,OP20,1.405,43.3,12.64,22.299999999999997
2025-07-17,A,L1,M102,480.0,8.0,3338,SKU-B,OP38,2.16,49.16,13.01,29.7
2025-07-17,B,L1,M102,480.0,8.0,3099,SKU-A,OP28,3.246,57.05,14.1,52.7
2025-07-17,A,L2,M201,480.0,8.0,3078,SKU-D,OP36,1.491,49.77,10.18,44.6
2025-07-17,B,L2,M201,480.0,10.0,3553,SKU-D,OP13,1.803,48.17,12.91,53.3
2025-07-17,A,L2,M202,480.0,12.0,5186,SKU-C,OP16,3.076,45.33,13.05,43.3
2025-07-17,B,L2,M202,480.0,12.0,5097,SKU-C,OP34,2.677,34.63,12.44,20.3
2025-07-17,A,L3,M301,480.0,10.0,3303,SKU-A,OP19,3.323,59.55,11.86,68.5
2025-07-17,B,L3,M301,480.0,8.0,2734,SKU-C,OP10,4.392,65.79,13.21,76.5
2025-07-17,A,L3,M302,480.0,8.0,2924,SKU-B,OP29,5.293,58.46,11.79,107.1
2025-07-17,B,L3,M302,480.0,12.0,3749,SKU-B,OP29,5.345,67.1,12.95,109.0
2025-07-17,A,L3,M303,480.0,10.0,3212,SKU-A,OP23,6.156,66.44,15.2,115.0
2025-07-17,B,L3,M303,480.0,12.0,3862,SKU-D,OP39,5.965,60.64,10.87,119.3
2025-07-18,A,L1,M101,480.0,12.0,4618,SKU-D,OP11,1.991,46.96,11.53,45.5
2025-07-18,B,L1,M101,480.0,8.0,3174,SKU-D,OP20,2.698,46.89,11.7,44.0
2025-07-18,A,L1,M102,480.0,10.0,3993,SKU-D,OP34,2.054,48.8,13.82,50.8
2025-07-18,B,L1,M102,480.0,12.0,4238,SKU-D,OP35,0.984,47.58,11.93,69.8
2025-07-18,A,L2,M201,480.0,10.0,3427,SKU-D,OP31,1.715,59.67,13.1,59.3
2025-07-18,B,L2,M201,480.0,8.0,3516,SKU-C,OP36,3.788,47.21,12.6,28.3
2025-07-18,A,L2,M202,480.0,8.0,3601,SKU-A,OP28,1.808,48.06,10.99,11.5
2025-07-18,B,L2,M202,480.0,10.0,4247,SKU-B,OP14,1.073,53.39,14.0,16.3
2025-07-18,A,L3,M301,480.0,10.0,3859,SKU-D,OP25,4.813,60.75,13.92,71.4
2025-07-18,B,L3,M301,480.0,8.0,2579,SKU-D,OP36,4.603,64.09,14.81,99.8
2025-07-18,A,L3,M302,480.0,12.0,4203,SKU-B,OP18,5.182,58.34,13.32,55.3
2025-07-18,B,L3,M302,480.0,12.0,4111,SKU-A,OP25,5.26,59.73,12.56,67.6
2025-07-18,A,L3,M303,480.0,8.0,3095,SKU-C,OP30,7.315,64.58,13.25,92.3
2025-07-18,B,L3,M303,480.0,12.0,4231,SKU-D,OP29,5.946,70.22,14.18,126.30000000000001
2025-07-19,A,L1,M101,480.0,8.0,2960,SKU-D,OP30,1.521,46.24,14.71,45.8
2025-07-19,B,L1,M101,480.0,8.0,3132,SKU-C,OP11,1.071,48.53,12.8,46.6
2025-07-19,A,L1,M102,480.0,12.0,4256,SKU-C,OP37,2.365,53.06,15.38,73.0
2025-07-19,B,L1,M102,480.0,12.0,4630,SKU-B,OP27,1.427,53.56,12.61,13.2
2025-07-19,A,L2,M201,480.0,12.0,4653,SKU-B,OP24,1.103,50.88,14.41,39.3
2025-07-19,B,L2,M201,480.0,12.0,5380,SKU-C,OP38,2.432,42.83,14.46,28.7
2025-07-19,A,L2,M202,480.0,10.0,4379,SKU-C,OP31,2.566,40.94,10.01,37.7
2025-07-19,B,L2,M202,480.0,10.0,3982,SKU-C,OP16,3.401,48.16,13.87,13.4
2025-07-19,A,L3,M301,480.0,8.0,2439,SKU-C,OP32,4.499,64.42,12.23,81.6
2025-07-19,B,L3,M301,480.0,8.0,2567,SKU-D,OP24,6.181,58.29,13.48,103.8
2025-07-19,A,L3,M302,480.0,12.0,4520,SKU-D,OP24,4.247,59.85,12.23,47.7
2025-07-19,B,L3,M302,480.0,12.0,3949,SKU-B,OP13,4.701,61.75,13.25,38.4
2025-07-19,A,L3,M303,480.0,8.0,2357,SKU-A,OP33,6.887,67.21,13.96,133.9
