event_id,shift_date,shift,line_id,machine_id,downtime_code,downtime_category,downtime_minutes,start_time,end_time,planned_time_min
1034,2025-07-02,A,L3,M301,CHG01,Changeover,85.1,2025-07-02T09:01:00,2025-07-02T10:26:06.752874316,480.0
1035,2025-07-02,A,L3,M301,QLT05,Quality hold,13.7,2025-07-02T09:36:00,2025-07-02T09:49:42.384547876,480.0
1036,2025-07-02,B,L3,M301,MAT04,Material shortage,20.7,2025-07-02T17:33:00,2025-07-02T17:53:42.808281544,480.0
1037,2025-07-02,B,L3,M301,CHG01,Changeover,76.8,2025-07-02T17:11:00,2025-07-02T18:27:47.586644468,480.0
1038,2025-07-02,A,L3,M302,CHG01,Changeover,67.4,2025-07-02T12:43:00,2025-07-02T13:50:22.530999761,480.0
1039,2025-07-02,B,L3,M302,CHG01,Changeover,63.6,2025-07-02T16:07:00,2025-07-02T17:10:38.291288650,480.0
1040,2025-07-02,A,L3,M303,CHG01,Changeover,32.5,2025-07-02T09:01:00,2025-07-02T09:33:30.411248294,480.0
1041,2025-07-02,B,L3,M303,CHG01,Changeover,57.8,2025-07-02T19:43:00,2025-07-02T20:40:47.652324386,480.0
1042,2025-07-02,B,L3,M303,CHG01,Changeover,36.8,2025-07-02T19:44:00,2025-07-02T20:20:47.843797426,480.0
1043,2025-07-02,B,L3,M303,CHG01,Changeover,20.6,2025-07-02T20:20:00,2025-07-02T20:40:36.805388977,480.0
1044,2025-07-03,A,L1,M101,CHG01,Changeover,26.3,2025-07-03T10:04:00,2025-07-03T10:30:15.898213529,480.0
1045,2025-07-03,B,L1,M101,OPR06,Operator absence,25.1,2025-07-03T19:06:00,2025-07-03T19:31:08.275188043,480.0
1046,2025-07-03,B,L1,M101,PM07,Planned maintenance,31.6,2025-07-03T17:48:00,2025-07-03T18:19:33.358372039,480.0
1047,2025-07-03,A,L1,M102,MAT04,Material shortage,5.0,2025-07-03T09:30:00,2025-07-03T09:35:00,480.0
1048,2025-07-03,B,L1,M102,BRK02,Breakdown — mechanical,12.4,2025-07-03T16:33:00,2025-07-03T16:45:23.429682690,480.0
1049,2025-07-03,A,L2,M201,BRK02,Breakdown — mechanical,70.9,2025-07-03T11:38:00,2025-07-03T12:48:56.150339214,480.0
1050,2025-07-03,B,L2,M201,STP08,Minor stoppage,10.0,2025-07-03T14:31:00,2025-07-03T14:40:59.216197622,480.0
1051,2025-07-03,B,L2,M201,CHG01,Changeover,17.5,2025-07-03T18:04:00,2025-07-03T18:21:27.566073213,480.0
1052,2025-07-03,A,L2,M202,PM07,Planned maintenance,11.7,2025-07-03T12:47:00,2025-07-03T12:58:42.196523894,480.0
1053,2025-07-03,B,L2,M202,QLT05,Quality hold,26.3,2025-07-03T18:26:00,2025-07-03T18:52:18.568821260,480.0
1054,2025-07-03,A,L3,M301,CHG01,Changeover,30.7,2025-07-03T09:32:00,2025-07-03T10:02:42.065146451,480.0
1055,2025-07-03,A,L3,M301,OPR06,Operator absence,22.8,2025-07-03T08:36:00,2025-07-03T08:58:46.025465567,480.0
1056,2025-07-03,A,L3,M301,BRK03,Breakdown — electrical,42.8,2025-07-03T10:13:00,2025-07-03T10:55:49.705647071,480.0
1057,2025-07-03,B,L3,M301,CHG01,Changeover,72.4,2025-07-03T15:27:00,2025-07-03T16:39:25.774263841,480.0
1058,2025-07-03,B,L3,M301,STP08,Minor stoppage,7.0,2025-07-03T20:06:00,2025-07-03T20:13:01.812850239,480.0
1059,2025-07-03,A,L3,M302,CHG01,Changeover,63.2,2025-07-03T10:01:00,2025-07-03T11:04:14.206199879,480.0
1060,2025-07-03,A,L3,M302,CHG01,Changeover,54.5,2025-07-03T11:41:00,2025-07-03T12:35:31.840051182,480.0
1061,2025-07-03,B,L3,M302,CHG01,Changeover,72.5,2025-07-03T14:43:00,2025-07-03T15:55:28.221008765,480.0
1062,2025-07-03,A,L3,M303,CHG01,Changeover,40.7,2025-07-03T09:07:00,2025-07-03T09:47:39.229426360,480.0
1063,2025-07-03,A,L3,M303,CHG01,Changeover,70.9,2025-07-03T11:14:00,2025-07-03T12:24:51.252457310,480.0
1064,2025-07-03,B,L3,M303,STP08,Minor stoppage,2.7,2025-07-03T15:33:00,2025-07-03T15:35:44.640913319,480.0
1065,2025-07-03,B,L3,M303,PM07,Planned maintenance,112.5,2025-07-03T19:34:00,2025-07-03T21:26:28.253191411,480.0
1066,2025-07-04,A,L1,M101,PM07,Planned maintenance,53.3,2025-07-04T11:36:00,2025-07-04T12:29:16.916931969,480.0
1067,2025-07-04,B,L1,M101,CHG01,Changeover,24.0,2025-07-04T14:02:00,2025-07-04T14:26:00.815437967,480.0
1068,2025-07-04,A,L1,M102,STP08,Minor stoppage,8.0,2025-07-04T09:39:00,2025-07-04T09:46:57.677301117,480.0
1069,2025-07-04,A,L1,M102,BRK03,Breakdown — electrical,29.7,2025-07-04T10:22:00,2025-07-04T10:51:40.749116139,480.0
1070,2025-07-04,B,L1,M102,MAT04,Material shortage,25.9,2025-07-04T20:23:00,2025-07-04T20:48:56.253575808,480.0
1071,2025-07-04,B,L1,M102,QLT05,Quality hold,24.1,2025-07-04T20:23:00,2025-07-04T20:47:08.472220555,480.0
1072,2025-07-04,B,L1,M102,BRK02,Breakdown — mechanical,13.7,2025-07-04T14:47:00,2025-07-04T15:00:41.588791606,480.0
1073,2025-07-04,A,L2,M201,BRK02,Breakdown — mechanical,37.9,2025-07-04T08:47:00,2025-07-04T09:24:51.059718190,480.0
1074,2025-07-04,A,L2,M201,QLT05,Quality hold,21.1,2025-07-04T12:01:00,2025-07-04T12:22:05.785913766,480.0
1075,2025-07-04,B,L2,M201,OPR06,Operator absence,22.3,2025-07-04T18:32:00,2025-07-04T18:54:15.291996505,480.0
1076,2025-07-04,B,L2,M201,QLT05,Quality hold,12.5,2025-07-04T16:17:00,2025-07-04T16:29:28.061089913,480.0
1077,2025-07-04,A,L2,M202,QLT05,Quality hold,19.4,2025-07-04T12:42:00,2025-07-04T13:01:26.706715766,480.0
1078,2025-07-04,B,L2,M202,CHG01,Changeover,29.7,2025-07-04T14:43:00,2025-07-04T15:12:41.030673584,480.0
1079,2025-07-04,B,L2,M202,PM07,Planned maintenance,7.2,2025-07-04T14:14:00,2025-07-04T14:21:14.929138758,480.0
1080,2025-07-04,A,L3,M301,PM07,Planned maintenance,85.8,2025-07-04T10:07:00,2025-07-04T11:32:50.354158723,480.0
1081,2025-07-04,A,L3,M301,CHG01,Changeover,17.3,2025-07-04T10:25:00,2025-07-04T10:42:19.928666929,480.0
1082,2025-07-04,B,L3,M301,PM07,Planned maintenance,31.6,2025-07-04T16:33:00,2025-07-04T17:04:36.548804781,480.0
1083,2025-07-04,B,L3,M301,BRK02,Breakdown — mechanical,32.2,2025-07-04T18:08:00,2025-07-04T18:40:11.633216827,480.0
1084,2025-07-04,B,L3,M301,MAT04,Material shortage,42.2,2025-07-04T19:10:00,2025-07-04T19:52:14.326627268,480.0
1085,2025-07-04,A,L3,M302,CHG01,Changeover,55.5,2025-07-04T11:45:00,2025-07-04T12:40:30.375043342,480.0
1086,2025-07-04,B,L3,M302,BRK02,Breakdown — mechanical,66.8,2025-07-04T17:00:00,2025-07-04T18:06:47.726847859,480.0
1087,2025-07-04,B,L3,M302,CHG01,Changeover,11.3,2025-07-04T19:31:00,2025-07-04T19:42:15.861288541,480.0
1088,2025-07-04,A,L3,M303,CHG01,Changeover,79.9,2025-07-04T08:24:00,2025-07-04T09:43:53.467605820,480.0
1089,2025-07-04,A,L3,M303,QLT05,Quality hold,27.7,2025-07-04T11:21:00,2025-07-04T11:48:40.062114097,480.0
1090,2025-07-04,A,L3,M303,STP08,Minor stoppage,9.2,2025-07-04T08:17:00,2025-07-04T08:26:12.905524596,480.0
1091,2025-07-04,B,L3,M303,CHG01,Changeover,26.6,2025-07-04T18:46:00,2025-07-04T19:12:36.810214014,480.0
1092,2025-07-05,A,L1,M101,OPR06,Operator absence,21.9,2025-07-05T10:49:00,2025-07-05T11:10:56.576100451,480.0
1093,2025-07-05,B,L1,M101,STP08,Minor stoppage,12.2,2025-07-05T17:43:00,2025-07-05T17:55:09.964033175,480.0
1094,2025-07-05,B,L1,M101,CHG01,Changeover,51.9,2025-07-05T14:40:00,2025-07-05T15:31:53.116954837,480.0
1095,2025-07-05,A,L1,M102,PM07,Planned maintenance,24.9,2025-07-05T11:31:00,2025-07-05T11:55:55.539523587,480.0
1096,2025-07-05,B,L1,M102,PM07,Planned maintenance,10.3,2025-07-05T17:12:00,2025-07-05T17:22:16.100119966,480.0
1097,2025-07-05,A,L2,M201,MAT04,Material shortage,21.5,2025-07-05T11:02:00,2025-07-05T11:23:28.729745282,480.0
1098,2025-07-05,A,L2,M201,BRK03,Breakdown — electrical,8.1,2025-07-05T08:05:00,2025-07-05T08:13:07.528256373,480.0
1099,2025-07-05,B,L2,M201,PM07,Planned maintenance,37.3,2025-07-05T20:11:00,2025-07-05T20:48:20.673388409,480.0
1100,2025-07-05,B,L2,M201,CHG01,Changeover,6.9,2025-07-05T18:22:00,2025-07-05T18:28:53.424812105,480.0
1101,2025-07-05,A,L2,M202,QLT05,Quality hold,18.3,2025-07-05T10:20:00,2025-07-05T10:38:19.082563057,480.0
1102,2025-07-05,A,L2,M202,PM07,Planned maintenance,26.5,2025-07-05T11:42:00,2025-07-05T12:08:31.343960435,480.0
1103,2025-07-05,B,L2,M202,BRK02,Breakdown — mechanical,23.9,2025-07-05T18:17:00,2025-07-05T18:40:54.313024785,480.0
1104,2025-07-05,B,L2,M202,MAT04,Material shortage,8.8,2025-07-05T19:26:00,2025-07-05T19:34:47.996168529,480.0
1105,2025-07-05,A,L3,M301,PM07,Planned maintenance,88.9,2025-07-05T10:24:00,2025-07-05T11:52:51.321836296,480.0
1106,2025-07-05,A,L3,M301,STP08,Minor stoppage,3.7,2025-07-05T06:18:00,2025-07-05T06:21:44.806192384,480.0
1107,2025-07-05,A,L3,M301,CHG01,Changeover,5.5,2025-07-05T06:15:00,2025-07-05T06:20:29.589130351,480.0
1108,2025-07-05,B,L3,M301,CHG01,Changeover,83.3,2025-07-05T17:19:00,2025-07-05T18:42:18.287515214,480.0
1109,2025-07-05,B,L3,M301,CHG01,Changeover,14.9,2025-07-05T16:26:00,2025-07-05T16:40:53.300288593,480.0
1110,2025-07-05,A,L3,M302,CHG01,Changeover,48.8,2025-07-05T06:14:00,2025-07-05T07:02:50.076110833,480.0
1111,2025-07-05,B,L3,M302,STP08,Minor stoppage,12.6,2025-07-05T18:45:00,2025-07-05T18:57:35.417985631,480.0
1112,2025-07-05,B,L3,M302,CHG01,Changeover,61.5,2025-07-05T19:15:00,2025-07-05T20:16:32.465861576,480.0
1113,2025-07-05,B,L3,M302,CHG01,Changeover,28.4,2025-07-05T19:25:00,2025-07-05T19:53:25.919839414,480.0
1114,2025-07-05,A,L3,M303,CHG01,Changeover,54.6,2025-07-05T07:25:00,2025-07-05T08:19:34.959585405,480.0
1115,2025-07-05,B,L3,M303,CHG01,Changeover,44.6,2025-07-05T17:19:00,2025-07-05T18:03:38.079118256,480.0
1116,2025-07-05,B,L3,M303,CHG01,Changeover,32.3,2025-07-05T16:20:00,2025-07-05T16:52:17.074446894,480.0
1117,2025-07-05,B,L3,M303,CHG01,Changeover,58.0,2025-07-05T15:24:00,2025-07-05T16:22:01.852687670,480.0
1118,2025-07-05,B,L3,M303,CHG01,Changeover,5.1,2025-07-05T16:23:00,2025-07-05T16:28:04.996910171,480.0
1119,2025-07-06,A,L1,M101,BRK03,Breakdown — electrical,33.2,2025-07-06T07:12:00,2025-07-06T07:45:09.090116630,480.0
1120,2025-07-06,A,L1,M101,STP08,Minor stoppage,2.6,2025-07-06T09:23:00,2025-07-06T09:25:37.884046080,480.0
1121,2025-07-06,B,L1,M101,CHG01,Changeover,37.2,2025-07-06T19:01:00,2025-07-06T19:38:14.455701764,480.0
1122,2025-07-06,A,L1,M102,PM07,Planned maintenance,10.8,2025-07-06T07:42:00,2025-07-06T07:52:50.538246056,480.0
1123,2025-07-06,B,L1,M102,STP08,Minor stoppage,7.9,2025-07-06T20:30:00,2025-07-06T20:37:54.476795632,480.0
1124,2025-07-06,A,L2,M201,QLT05,Quality hold,17.6,2025-07-06T09:20:00,2025-07-06T09:37:34.346959973,480.0
1125,2025-07-06,B,L2,M201,BRK02,Breakdown — mechanical,53.3,2025-07-06T19:35:00,2025-07-06T20:28:19.215375208,480.0
1126,2025-07-06,A,L2,M202,BRK02,Breakdown — mechanical,71.1,2025-07-06T06:08:00,2025-07-06T07:19:07.314968156,480.0
1127,2025-07-06,B,L2,M202,QLT05,Quality hold,14.4,2025-07-06T18:44:00,2025-07-06T18:58:26.510948588,480.0
1128,2025-07-06,B,L2,M202,CHG01,Changeover,26.6,2025-07-06T20:08:00,2025-07-06T20:34:38.705854109,480.0
1129,2025-07-06,A,L3,M301,CHG01,Changeover,63.7,2025-07-06T11:07:00,2025-07-06T12:10:43.283721274,480.0
1130,2025-07-06,A,L3,M301,BRK02,Breakdown — mechanical,28.6,2025-07-06T10:30:00,2025-07-06T10:58:33.580250910,480.0
1131,2025-07-06,B,L3,M301,PM07,Planned maintenance,75.5,2025-07-06T20:25:00,2025-07-06T21:40:29.605266453,480.0
1132,2025-07-06,A,L3,M302,CHG01,Changeover,69.4,2025-07-06T09:07:00,2025-07-06T10:16:22.068233015,480.0
1133,2025-07-06,A,L3,M302,CHG01,Changeover,22.0,2025-07-06T12:45:00,2025-07-06T13:06:59.681861963,480.0
1134,2025-07-06,B,L3,M302,OPR06,Operator absence,24.3,2025-07-06T16:32:00,2025-07-06T16:56:19.065661886,480.0
1135,2025-07-06,B,L3,M302,OPR06,Operator absence,20.5,2025-07-06T17:05:00,2025-07-06T17:25:32.312640606,480.0
1136,2025-07-06,B,L3,M302,PM07,Planned maintenance,55.9,2025-07-06T20:25:00,2025-07-06T21:20:52.266344195,480.0
1137,2025-07-06,A,L3,M303,PM07,Planned maintenance,89.2,2025-07-06T11:31:00,2025-07-06T13:00:11.668993350,480.0
1138,2025-07-06,A,L3,M303,BRK03,Breakdown — electrical,50.7,2025-07-06T08:20:00,2025-07-06T09:10:40.155369741,480.0
1139,2025-07-06,B,L3,M303,CHG01,Changeover,35.6,2025-07-06T16:34:00,2025-07-06T17:09:35.198852162,480.0
1140,2025-07-06,B,L3,M303,CHG01,Changeover,40.8,2025-07-06T16:09:00,2025-07-06T16:49:50.027306898,480.0
1141,2025-07-07,A,L1,M101,MAT04,Material shortage,38.7,2025-07-07T09:22:00,2025-07-07T10:00:44.199938992,480.0
1142,2025-07-07,B,L1,M101,STP08,Minor stoppage,5.3,2025-07-07T14:06:00,2025-07-07T14:11:16.900306628,480.0
1143,2025-07-07,B,L1,M101,BRK03,Breakdown — electrical,39.7,2025-07-07T16:43:00,2025-07-07T17:22:44.273120790,480.0
1144,2025-07-07,A,L1,M102,BRK02,Breakdown — mechanical,44.1,2025-07-07T07:27:00,2025-07-07T08:11:03.604626670,480.0
1145,2025-07-07,B,L1,M102,BRK03,Breakdown — electrical,5.0,2025-07-07T14:42:00,2025-07-07T14:47:00,480.0
1146,2025-07-07,A,L2,M201,PM07,Planned maintenance,27.8,2025-07-07T06:10:00,2025-07-07T06:37:49.901309864,480.0
1147,2025-07-07,B,L2,M201,PM07,Planned maintenance,28.8,2025-07-07T18:20:00,2025-07-07T18:48:48.015959081,480.0
1148,2025-07-07,A,L2,M202,BRK03,Breakdown — electrical,47.2,2025-07-07T11:12:00,2025-07-07T11:59:09.571656008,480.0
1149,2025-07-07,B,L2,M202,QLT05,Quality hold,6.1,2025-07-07T17:26:00,2025-07-07T17:32:08.737697788,480.0
1150,2025-07-07,A,L3,M301,MAT04,Material shortage,26.5,2025-07-07T08:27:00,2025-07-07T08:53:32.584506504,480.0
1151,2025-07-07,B,L3,M301,BRK03,Breakdown — electrical,42.6,2025-07-07T20:20:00,2025-07-07T21:02:33.059354354,480.0
1152,2025-07-07,A,L3,M302,CHG01,Changeover,84.8,2025-07-07T10:17:00,2025-07-07T11:41:50.596847266,480.0
1153,2025-07-07,B,L3,M302,CHG01,Changeover,82.2,2025-07-07T17:21:00,2025-07-07T18:43:10.929794770,480.0
1154,2025-07-07,A,L3,M303,CHG01,Changeover,34.9,2025-07-07T11:31:00,2025-07-07T12:05:54.074169614,480.0
1155,2025-07-07,A,L3,M303,MAT04,Material shortage,32.8,2025-07-07T08:20:00,2025-07-07T08:52:45.975587059,480.0
1156,2025-07-07,B,L3,M303,CHG01,Changeover,69.1,2025-07-07T16:49:00,2025-07-07T17:58:04.566837431,480.0
1157,2025-07-07,B,L3,M303,CHG01,Changeover,54.2,2025-07-07T16:44:00,2025-07-07T17:38:13.567484848,480.0
1158,2025-07-07,B,L3,M303,OPR06,Operator absence,16.6,2025-07-07T19:37:00,2025-07-07T19:53:34.919230354,480.0
1159,2025-07-08,A,L1,M101,STP08,Minor stoppage,11.4,2025-07-08T09:29:00,2025-07-08T09:40:21.430377316,480.0
1160,2025-07-08,A,L1,M101,QLT05,Quality hold,41.7,2025-07-08T08:20:00,2025-07-08T09:01:44.881286509,480.0
1161,2025-07-08,B,L1,M101,CHG01,Changeover,38.9,2025-07-08T14:32:00,2025-07-08T15:10:55.974742291,480.0
1162,2025-07-08,A,L1,M102,PM07,Planned maintenance,53.6,2025-07-08T12:33:00,2025-07-08T13:26:36.748016720,480.0
1163,2025-07-08,B,L1,M102,STP08,Minor stoppage,4.6,2025-07-08T20:27:00,2025-07-08T20:31:37.967478180,480.0
1164,2025-07-08,B,L1,M102,QLT05,Quality hold,36.3,2025-07-08T18:29:00,2025-07-08T19:05:18.379705969,480.0
1165,2025-07-08,A,L2,M201,MAT04,Material shortage,20.9,2025-07-08T10:26:00,2025-07-08T10:46:55.746197632,480.0
1166,2025-07-08,A,L2,M201,MAT04,Material shortage,19.7,2025-07-08T12:30:00,2025-07-08T12:49:43.198523309,480.0
1167,2025-07-08,B,L2,M201,MAT04,Material shortage,30.0,2025-07-08T19:16:00,2025-07-08T19:45:57.606946331,480.0
1168,2025-07-08,A,L2,M202,OPR06,Operator absence,24.5,2025-07-08T07:38:00,2025-07-08T08:02:32.057499938,480.0
1169,2025-07-08,B,L2,M202,BRK03,Breakdown — electrical,51.0,2025-07-08T16:20:00,2025-07-08T17:11:01.037771203,480.0
1170,2025-07-08,B,L2,M202,BRK03,Breakdown — electrical,33.0,2025-07-08T15:14:00,2025-07-08T15:46:59.702785460,480.0
1171,2025-07-08,A,L3,M301,BRK02,Breakdown — mechanical,27.1,2025-07-08T06:05:00,2025-07-08T06:32:08.936254049,480.0
1172,2025-07-08,A,L3,M301,MAT04,Material shortage,27.7,2025-07-08T12:07:00,2025-07-08T12:34:42.217975754,480.0
1173,2025-07-08,A,L3,M301,CHG01,Changeover,28.5,2025-07-08T08:14:00,2025-07-08T08:42:32.929280366,480.0
1174,2025-07-08,B,L3,M301,CHG01,Changeover,79.1,2025-07-08T18:28:00,2025-07-08T19:47:06.864211203,480.0
1175,2025-07-08,B,L3,M301,CHG01,Changeover,20.3,2025-07-08T15:25:00,2025-07-08T15:45:16.388467630,480.0
1176,2025-07-08,A,L3,M302,OPR06,Operator absence,15.0,2025-07-08T08:23:00,2025-07-08T08:38:00.190831670,480.0
1177,2025-07-08,A,L3,M302,CHG01,Changeover,68.7,2025-07-08T08:38:00,2025-07-08T09:46:41.831281771,480.0
1178,2025-07-08,A,L3,M302,BRK03,Breakdown — electrical,25.6,2025-07-08T12:41:00,2025-07-08T13:06:36.504719707,480.0
1179,2025-07-08,B,L3,M302,CHG01,Changeover,82.1,2025-07-08T20:04:00,2025-07-08T21:26:08.368240669,480.0
1180,2025-07-08,A,L3,M303,MAT04,Material shortage,21.4,2025-07-08T08:32:00,2025-07-08T08:53:23.612040671,480.0
1181,2025-07-08,B,L3,M303,QLT05,Quality hold,13.2,2025-07-08T16:19:00,2025-07-08T16:32:14.787762591,480.0
1182,2025-07-08,B,L3,M303,CHG01,Changeover,73.9,2025-07-08T19:10:00,2025-07-08T20:23:54.082766290,480.0
1183,2025-07-08,B,L3,M303,QLT05,Quality hold,26.3,2025-07-08T16:18:00,2025-07-08T16:44:15.827239500,480.0
1184,2025-07-09,A,L1,M101,BRK02,Breakdown — mechanical,5.0,2025-07-09T06:41:00,2025-07-09T06:46:00,480.0
1185,2025-07-09,B,L1,M101,MAT04,Material shortage,43.3,2025-07-09T20:48:00,2025-07-09T21:31:18.782457773,480.0
1186,2025-07-09,A,L1,M102,OPR06,Operator absence,5.0,2025-07-09T11:27:00,2025-07-09T11:32:00,480.0
1187,2025-07-09,B,L1,M102,MAT04,Material shortage,30.4,2025-07-09T16:20:00,2025-07-09T16:50:24.443172823,480.0
1188,2025-07-09,B,L1,M102,BRK03,Breakdown — electrical,53.8,2025-07-09T19:17:00,2025-07-09T20:10:49.574846618,480.0
1189,2025-07-09,A,L2,M201,OPR06,Operator absence,9.5,2025-07-09T10:18:00,2025-07-09T10:27:27.224558413,480.0
1190,2025-07-09,A,L2,M201,CHG01,Changeover,33.2,2025-07-09T10:44:00,2025-07-09T11:17:13.292704513,480.0
1191,2025-07-09,B,L2,M201,STP08,Minor stoppage,2.8,2025-07-09T16:10:00,2025-07-09T16:12:46.399619903,480.0
1192,2025-07-09,B,L2,M201,MAT04,Material shortage,27.8,2025-07-09T18:15:00,2025-07-09T18:42:49.167622996,480.0
1193,2025-07-09,B,L2,M201,OPR06,Operator absence,12.7,2025-07-09T20:04:00,2025-07-09T20:16:42.601821924,480.0
1194,2025-07-09,A,L2,M202,BRK03,Breakdown — electrical,16.2,2025-07-09T07:02:00,2025-07-09T07:18:11.655576044,480.0
1195,2025-07-09,B,L2,M202,STP08,Minor stoppage,3.3,2025-07-09T19:05:00,2025-07-09T19:08:17.868224597,480.0
1196,2025-07-09,A,L3,M301,PM07,Planned maintenance,62.4,2025-07-09T09:02:00,2025-07-09T10:04:24.531825621,480.0
1197,2025-07-09,B,L3,M301,BRK02,Breakdown — mechanical,67.4,2025-07-09T17:24:00,2025-07-09T18:31:21.429145320,480.0
1198,2025-07-09,B,L3,M301,CHG01,Changeover,37.1,2025-07-09T20:39:00,2025-07-09T21:16:04.437885207,480.0
1199,2025-07-09,A,L3,M302,CHG01,Changeover,51.6,2025-07-09T10:21:00,2025-07-09T11:12:33.810571730,480.0
1200,2025-07-09,A,L3,M302,MAT04,Material shortage,43.9,2025-07-09T11:46:00,2025-07-09T12:29:54.901596902,480.0
1201,2025-07-09,B,L3,M302,OPR06,Operator absence,15.1,2025-07-09T20:17:00,2025-07-09T20:32:03.344521636,480.0
1202,2025-07-09,B,L3,M302,CHG01,Changeover,35.8,2025-07-09T16:25:00,2025-07-09T17:00:47.644266414,480.0
1203,2025-07-09,A,L3,M303,QLT05,Quality hold,30.9,2025-07-09T11:05:00,2025-07-09T11:35:54.528511055,480.0
1204,2025-07-09,A,L3,M303,CHG01,Changeover,86.5,2025-07-09T11:19:00,2025-07-09T12:45:27.527574985,480.0
